Problem,Rationale,options,correct,annotated_formula,linear_formula,category
"from a pack of 52 cards , 1 card is drawn at random . what is the probability that a red card is drawn ?","""the total number of cards is 52 . the number of red cards is 26 . p ( red card ) = 26 / 52 = 1 / 2 the answer is a .""","a ) 1 / 2 , b ) 1 / 4 , c ) 1 / 26 , d ) 1 / 13 , e ) 5 / 13",a,"divide(multiply(const_4, const_3), 52)","multiply(const_3,const_4)|divide(#0,n0)|",probability
a letter lock consists of 3 rings each marked with 6 different letters . the number of distinct unsuccessful attempts to open the lock is at the most - .,"since each ring consists of six different letters , the total number of attempts possible with the three rings is = 6 * 6 * 6 = 216 . of these attempts , one of them is a successful attempt . maximum number of unsuccessful attempts = 216 - 1 = 215 . answer : c","a ) 216 , b ) 243 , c ) 215 , d ) 729 , e ) 728",c,"subtract(multiply(multiply(6, 6), 6), const_1)","multiply(n1,n1)|multiply(n1,#0)|subtract(#1,const_1)",probability
"a meeting has to be conducted with 5 managers . find the number of ways in which the managers may be selected from among 7 managers , if there are 2 managers who refuse to attend the meeting together .","""the total number of ways to choose 5 managers is 7 c 5 = 21 we need to subtract the number of groups which include the two managers , which is 5 c 3 = 10 . 21 - 10 = 11 the answer is d .""","a ) 6 , b ) 8 , c ) 10 , d ) 11 , e ) 15",d,"subtract(choose(7, 5), choose(subtract(7, 2), 2))","choose(n1,n0)|subtract(n1,n2)|choose(#1,n2)|subtract(#0,#2)|",probability
"a box contains 100 balls , numbered from 1 to 100 . if 3 balls are selected at random and with replacement from the box . if the 3 numbers on the balls selected contain two odd and one even . what is the probability g that the first ball picked up is odd numbered ?","""answer - d selecting the balls either even or odd is having probability 50 / 100 = 1 / 2 we have already selected 3 balls with 2 odd numbers and 1 even number . so we have 3 combinations ooe , oeo , eoo . we have 3 outcomes and 2 are favourable as in 2 cases 1 st number is odd . so probability g is 2 / 3 . d""","a ) 0 , b ) 1 / 3 , c ) 1 / 2 , d ) 2 / 3 , e ) 1",d,"divide(const_2, 3)","divide(const_2,n3)|",probability
"if 4 people are selected from a group of 10 married couples , what is the probability that none of them would be married to each other ?","""if we are to select 4 people from 10 couples without any restriction , how many ways can we make the selection ? 20 ! / 4 ! 16 ! = 4845 if we are to select 4 people from 10 couples with restriction that no married couple can both make it to the group , only a representative ? 10 ! / 4 ! 6 ! = 210 but we know that to select a person from each couple , take 2 possibilities 210 * 2 * 2 * 2 * 2 = 3360 probability = desired / all possibilities = 3360 / 4845 = 43 / 62 answer : d""","a ) 1 / 33 , b ) 2 / 63 , c ) 1 / 3 , d ) 43 / 62 , e ) 11 / 12",d,"multiply(multiply(multiply(divide(multiply(10, const_2), multiply(10, const_2)), divide(multiply(4, 4), subtract(multiply(10, const_2), const_1))), divide(subtract(multiply(4, 4), const_2), multiply(4, 4))), divide(subtract(subtract(multiply(4, 4), const_2), const_2), subtract(multiply(4, 4), const_1)))","multiply(n0,n0)|multiply(n1,const_2)|divide(#1,#1)|subtract(#0,const_2)|subtract(#0,const_1)|subtract(#1,const_1)|divide(#3,#0)|divide(#0,#5)|subtract(#3,const_2)|divide(#8,#4)|multiply(#2,#7)|multiply(#6,#10)|multiply(#9,#11)|",probability
find the probability that a year chosen at random has 53 mondays .,"""explanation : there are 2 kinds of year leap year - probability = 1 / 4 ( out of 4 years one is a leap year ) non leap year - probability = 3 / 4 so it ' s either this or that now in non leap year , there are 365 days meaning 52 weeks with one day extra that one day can be monday out of 7 possible days . hence the probability = 1 / 7 similarly in leap year , there are 366 days and so 366 / 7 = 52 weeks with 2 days extra now probability of occurrence of monday out of possible 7 days = 2 / 7 so what we essentially want is ( a non leap year and monday ) or ( a leap year and monday ) so it ' ll be [ 3 / 4 * 1 / 7 ] + [ 1 / 4 * 2 / 7 ] = 5 / 28 answer : a""","a ) 5 / 28 , b ) 3 / 28 , c ) 1 / 28 , d ) 3 / 28 , e ) 3 / 27",a,"divide(const_2, add(const_3, const_4))","add(const_3,const_4)|divide(const_2,#0)|",probability
"a certain junior class has 1000 students and a certain senior class has 800 students . among these students , there are 40 siblings pairs each consisting of 1 junior and 1 senior . if 1 student is to be selected at random from each class , what is the probability that the 2 students selected will be a sibling pair ?","""let ' s see pick 40 / 1000 first then we can only pick 1 other pair from the 800 so total will be 40 / 800 * 1000 simplify and you get 1 / 20000 answer is c""","a ) 3 / 40000 , b ) 1 / 3600 , c ) 1 / 20000 , d ) 1 / 60 , e ) 1 / 15",c,"divide(1, const_3)","divide(n3,const_3)|",probability
a card is drawn from a pack of 52 cards . the probability of getting a queen of club or a king of heart is,"""explanation : total number of cases = 52 favourable cases = 2 probability = 2 / 56 = 1 / 26 answer is c""","a ) 1 / 13 , b ) 2 / 13 , c ) 1 / 26 , d ) 1 / 52 , e ) 1 / 23",c,"divide(subtract(52, multiply(const_4, const_4)), 52)","multiply(const_4,const_4)|subtract(n0,#0)|divide(#1,n0)|",probability
the probability that a number selected at random from the first 50 natural numbers is a composite number is ?,"""the number of exhaustive events = ⁵ ⁰ c ₁ = 50 . we have 15 primes from 1 to 50 . number of favourable cases are 34 . required probability = 34 / 50 = 17 / 25 . answer : b""","a ) 17 / 65 , b ) 17 / 25 , c ) 17 / 28 , d ) 17 / 65 , e ) 17 / 39",b,"divide(multiply(subtract(multiply(const_6, const_3), const_1), const_2), 50)","multiply(const_3,const_6)|subtract(#0,const_1)|multiply(#1,const_2)|divide(#2,n0)|",probability
in a lottery there are 10 prizes and 25 blanks . a lottery is drawn at random . what is the probability of getting a prize ?,"""total draws = prizes + blanks = 10 + 25 = 35 probability of getting a prize = 10 / 35 = 2 / 7 correct option is b""","a ) 1 / 5 , b ) 2 / 7 , c ) 2 / 5 , d ) 1 / 7 , e ) 3 / 5",b,"divide(25, add(10, 25))","add(n0,n1)|divide(n1,#0)|",probability
"45 girls and 60 boys are present at a party . there are 17 girl - boy are in relationship among them . if a girl and a boy is selected at random , what is the probability that they will be not a couple ?","in how many ways we can select a girl and a boy from 45 lady and 60 gentlemen ? in 45 * 60 = 2,700 ways . we have a total of 17 couples so , the probability of selecting a couple is 17 / 2,700 = 17 / 2700 . probability of there will not be a couple = 1 - ( 17 / 2700 ) = 2683 / 2700 ans - b","a ) 17 / 2900 , b ) 2683 / 2700 , c ) 2496 / 2700 , d ) 2369 / 2700 , e ) 198 / 270",b,"divide(subtract(multiply(choose(45, const_1), choose(60, const_1)), choose(17, const_1)), multiply(choose(45, const_1), choose(60, const_1)))","choose(n0,const_1)|choose(n1,const_1)|choose(n2,const_1)|multiply(#0,#1)|subtract(#3,#2)|divide(#4,#3)",probability
"a store has 10 bottles of juice , including 6 bottles of apple juice . in the evening , 6 bottles of juice are sold one by one . what is the probability of selling 2 bottles of apple juice among the 6 bottles ? assume that every bottle has an equal chance of being bought .",the total number of ways to sell 6 bottles from 10 is 10 c 6 = 210 . the number of ways to sell 2 bottles of apple juice is 6 c 2 * 4 c 4 = 15 * 1 = 15 p ( selling 2 bottles of apple juice ) = 15 / 210 = 5 / 70 = 1 / 14 the answer is c .,"a ) 1 / 7 , b ) 1 / 12 , c ) 1 / 14 , d ) 1 / 18 , e ) 1 / 21",c,"divide(choose(6, 2), choose(10, 6))","choose(n1,n3)|choose(n0,n1)|divide(#0,#1)",probability
"a meeting has to be conducted with 5 managers . find the number of ways in which the managers may be selected from among 8 managers , if 2 managers will not attend the meeting together .","""8 managers , but two of them can not attend the meeting together . we can split it into two cases . 1 . meeting without these two managers in it . that would mean selecting 5 , from the remaining 6 which is 6 c 5 = 6 2 . meeting with one of the two managers . select 1 manager from two , and then select 4 from the remaining 6 , which is 2 c 1 x 6 c 4 = 15 . so , answer is 30 + 6 = 36 . answer : d""","a ) 1.35 , b ) 2.91 , c ) 3.12 , d ) 4.36 , e ) 5.15",d,"subtract(choose(8, 5), choose(subtract(8, 2), 2))","choose(n1,n0)|subtract(n1,n2)|choose(#1,n2)|subtract(#0,#2)|",probability
"find the probability that a number selected from numbers 1 , 2 , 3 , . . . , 45 is a prime number , when each of the given numbers is equally likely to be selected ?","""let x be the event of selecting a prime number . x = { 2 , 3 , 5 , 7 , 11 , 13 , 17 , 19 , 23 , 29 , 31 , 37 , 41,43 } n ( x ) = 14 , n ( s ) = 45 hence , the required probability is 14 / 45 . answer : b""","a ) 10 / 45 , b ) 14 / 45 , c ) 8 / 45 , d ) 3 / 45 , e ) 7 / 45",b,"divide(multiply(3, const_5), 45)","multiply(n2,const_5)|divide(#0,n3)|",probability
two coins are tossed . find the probability of at most 2 tails ?,"""n ( s ) = 2 ^ 2 = 4 . . . . ( 2 coins are tossed ) let e is the event of getting at most 2 tails n ( e ) = hh , tt , ht , th = 4 p ( e ) = n ( e ) / n ( s ) = 4 / 4 = 1 ans - d""","a ) 1 / 2 , b ) 1 / 4 , c ) 1 / 3 , d ) 1 , e ) 3 / 4",d,"divide(2, power(const_2, 2))","power(const_2,n0)|divide(n0,#0)|",probability
"when two dice are rolled , what is the probability that the sum is either 7 or 11 ?",total number of outcomes possible = 36 probability of getting sum of 7 = 6 / 36 probability of getting sum of 11 = 2 / 36 probability that the sum is either 7 or 11 = 6 / 36 + 2 / 36 = 2 / 9 answer : e,"a ) 1 / 4 , b ) 1 / 9 , c ) 4 / 3 , d ) 3 / 9 , e ) 2 / 9",e,"divide(add(7, const_1), multiply(const_6, const_6))","add(n0,const_1)|multiply(const_6,const_6)|divide(#0,#1)",probability
two mba admissions committees are to be formed randomly from 6 second year mbas with 3 members each . what is the probability q that jane will be on the same committee as albert ?,"""total number of ways to choose 3 member committee - 6 c 3 = ( 6 ! / 3 ! 3 ! ) = 20 no . of ways albert n jane are in same committee : - ( 4 c 1 * 2 ) = 8 probability q = ( 8 / 20 ) * 100 = 40 % . + 1 for me . . : d""","a ) 12 % , b ) 20 % , c ) 33 % , d ) 40 % , e ) 50 %",d,"multiply(divide(multiply(choose(const_4, const_1), const_2), choose(6, 3)), multiply(multiply(const_5, const_5), const_4))","choose(const_4,const_1)|choose(n0,n1)|multiply(const_5,const_5)|multiply(#0,const_2)|multiply(#2,const_4)|divide(#3,#1)|multiply(#5,#4)|",probability
"if g is to be chosen at random from the set { 5,8 , 7,1 } and k is to be chosen at random from the set { 14 , 8,3 } , what is the probability that gk will be even ?","method - 1 gk will be even when 1 ) g is even and k is odd , probability of g even is ( 1 / 4 ) and probability of k odd is ( 1 / 3 ) , so probability of case ( 1 ) = ( 1 / 4 ) * ( 1 / 3 ) = ( 1 / 12 ) 2 ) g is odd and k is even , probability of g odd is ( 3 / 4 ) and probability of k even is ( 2 / 3 ) , so probability of case ( 2 ) = ( 3 / 4 ) * ( 2 / 3 ) = ( 6 / 12 ) 3 ) g is even and k is even , probability of g even is ( 1 / 4 ) and probability of k even is ( 2 / 3 ) , so probability of case ( 1 ) = ( 1 / 4 ) * ( 2 / 3 ) = ( 2 / 12 ) total favorable probability = ( 1 / 12 ) + ( 6 / 12 ) + ( 2 / 12 ) = ( 12 / 12 ) = 1 answer : option a","a ) 1 , b ) 5 , c ) 8 , d ) 4 , e ) 3",a,"divide(multiply(const_4, const_3), multiply(const_4, const_3))","multiply(const_3,const_4)|divide(#0,#0)",probability
"in a certain animal population , for each of the first 3 months of life , the probability that an animal will die during that month is 1 / 10 . for a group of 500 newborn members of the population , approximately how many would be expected to survive the first 3 months of life ?",number of newborns that can die in first month = 1 / 10 * 500 = 50 survived = 450 number of newborns that can die in second month = 1 / 10 * 450 = 45 survived = 405 number of newborns that can die in third month = 1 / 10 * 405 = 40 survived = 365 answer : d,"a ) 340 , b ) 346 , c ) 352 , d ) 365 , e ) 370",d,"multiply(multiply(multiply(500, subtract(1, divide(const_1, 10))), subtract(1, divide(const_1, 10))), subtract(1, divide(const_1, 10)))","divide(const_1,n2)|subtract(n1,#0)|multiply(n3,#1)|multiply(#2,#1)|multiply(#3,#1)",probability
"kim has 5 pairs of shoes ; each pair is a different color . if kim randomly selects 2 shoes without replacement from the 10 shoes , what is the probability that she will select 2 shoes of the same color ?","""total pairs = 10 c 2 = 45 ; same color pairs = 5 c 1 * 1 c 1 = 5 ; prob = 1 / 9 or 2 / 10 * 1 / 9 * 5 = 1 / 9 ans c""","a ) 2 / 5 , b ) 1 / 5 , c ) 1 / 9 , d ) 1 / 10 , e ) 1 / 25",c,"divide(5, choose(10, 2))","choose(n2,n1)|divide(n0,#0)|",probability
find the probability that a leap year selected at random will have 53 mondays,"there are 366 days in a leap year : 52 weeks and 2 more days . so , 52 mondays and 2 days . these 2 days can be : { mon , tue } , { tue , wed } , { wed , thu } , { thu , fri } , { fri , sat } , { sat , sun } and { sun , mon } ( 7 cases ) . in order to have 53 mondays we should have either { mon , tuesday } or { sun , mon } case . the probability of that is 2 / 7 . answer : e .","a ) 6 / 7 , b ) 5 / 7 , c ) 4 / 7 , d ) 3 / 7 , e ) 2 / 7",e,"divide(const_2, add(const_3, const_4))","add(const_3,const_4)|divide(const_2,#0)",probability
"a box contains 100 balls , numbered from 1 to 100 . if 3 balls are selected at random and with replacement from the box . if the 3 numbers on the balls selected contain two odd and one even . what is the probability l that the first ball picked up is odd numbered ?","answer - d selecting the balls either even or odd is having probability 50 / 100 = 1 / 2 we have already selected 3 balls with 2 odd numbers and 1 even number . so we have 3 combinations ooe , oeo , eoo . we have 3 outcomes and 2 are favourable as in 2 cases 1 st number is odd . so probability l is 2 / 3 . d","a ) 0 , b ) 1 / 3 , c ) 1 / 2 , d ) 2 / 3 , e ) 1",d,"divide(const_2, 3)","divide(const_2,n3)",probability
two mba admissions committees are to be formed randomly from 6 second year mbas with 3 members each . what is the probability e that jane will be on the same committee as albert ?,"""total number of ways to choose 3 member committee - 6 c 3 = ( 6 ! / 3 ! 3 ! ) = 20 no . of ways albert n jane are in same committee : - ( 4 c 1 * 2 ) = 8 probability e = ( 8 / 20 ) * 100 = 40 % . + 1 for me . . : d""","a ) 12 % , b ) 20 % , c ) 33 % , d ) 40 % , e ) 50 %",d,"multiply(divide(multiply(choose(const_4, const_1), const_2), choose(6, 3)), multiply(multiply(const_5, const_5), const_4))","choose(const_4,const_1)|choose(n0,n1)|multiply(const_5,const_5)|multiply(#0,const_2)|multiply(#2,const_4)|divide(#3,#1)|multiply(#5,#4)|",probability
"there is a 50 % chance jen will visit chile this year , while there is a 50 % chance that she will visit madagascar this year . what is the probability that jen will visit either chile or madagascar this year , but not both ?","""p ( chile and not madagascar ) = 0.5 * 0.5 = 0.25 p ( madagascar and not chile ) = 0.5 * 0.5 = 0.25 total probability = 0.25 + 0.25 = 0.5 = 50 % the answer is b .""","a ) 25.0 % , b ) 50.0 % , c ) 62.5 % , d ) 75.0 % , e ) 80.0 %",b,"multiply(add(multiply(divide(subtract(power(multiply(const_2, const_5), const_2), 50), power(multiply(const_2, const_5), const_2)), divide(50, power(multiply(const_2, const_5), const_2))), multiply(divide(50, power(multiply(const_2, const_5), const_2)), divide(50, power(multiply(const_2, const_5), const_2)))), power(multiply(const_2, const_5), const_2))","multiply(const_2,const_5)|power(#0,const_2)|divide(n1,#1)|divide(n0,#1)|subtract(#1,n0)|divide(#4,#1)|multiply(#3,#2)|multiply(#5,#2)|add(#7,#6)|multiply(#8,#1)|",probability
in how many ways can 21 books on english and 19 books on french be placed in a row on a shelf so that two books on french may not be together ?,"""in order that two books on french are never together , we must place all books as under x e x e x e x e x e . . . . . x e x where e denotes the position of an english book and x that of a french book . since there are 21 books on english , the number of places marked x are therefore , 22 . now , 19 places out of 22 can be chosen in 22 c 19 = 22 c 3 = ( 22 x 21 x 20 ) / ( 3 x 2 x 1 ) = 1540 ways answer b .""","a ) 3990 , b ) 1540 , c ) 1995 , d ) 3672 , e ) none of these",b,"add(add(choose(subtract(21, const_1), const_3), permutation(subtract(21, const_1), const_2)), choose(subtract(21, const_1), const_1))","subtract(n0,const_1)|choose(#0,const_3)|choose(#0,const_1)|permutation(#0,const_2)|add(#1,#3)|add(#4,#2)|",probability
